face_id,face_gender,face_age,rater_id,rater_gender,rater_age,trait,rating
miloslava,female,23,R1309,female,22.6,dom,3
nicol,female,26,R1309,female,22.6,dom,4
perla,female,25,R1309,female,22.6,dom,4
radmila,female,28,R1309,female,22.6,dom,4
roxanne,female,26,R1309,female,22.6,dom,4
saskie,female,20,R1309,female,22.6,dom,3
slavena,female,23,R1309,female,22.6,dom,2
stela,female,23,R1309,female,22.6,dom,3
tamara,female,25,R1309,female,22.6,dom,3
valerie,female,23,R1309,female,22.6,dom,4
viktoria,female,20,R1309,female,22.6,dom,2
viola,female,28,R1309,female,22.6,dom,3
vlasta,female,20,R1309,female,22.6,dom,3
zelmira,female,26,R1309,female,22.6,dom,4
zita,female,32,R1309,female,22.6,dom,4
zlata,female,25,R1309,female,22.6,dom,5
zlatica,female,31,R1309,female,22.6,dom,5
zora,female,33,R1309,female,22.6,dom,4
agata,female,29,R1310,female,28.1,dom,4
alexandra,female,22,R1310,female,28.1,dom,7
alica,female,18,R1310,female,28.1,dom,2
anastazie,female,22,R1310,female,28.1,dom,7
andrea,female,20,R1310,female,28.1,dom,4
anezka,female,26,R1310,female,28.1,dom,6
apolena,female,18,R1310,female,28.1,dom,4
bera,female,22,R1310,female,28.1,dom,4
blazana,female,27,R1310,female,28.1,dom,4
bohdana,female,22,R1310,female,28.1,dom,4
christianne,female,29,R1310,female,28.1,dom,4
darjal,female,20,R1310,female,28.1,dom,6
dobromila,female,23,R1310,female,28.1,dom,6
dorota,female,26,R1310,female,28.1,dom,7
edita,female,19,R1310,female,28.1,dom,4
eleanora,female,22,R1310,female,28.1,dom,4
elena,female,23,R1310,female,28.1,dom,5
ema,female,22,R1310,female,28.1,dom,5
gabriela,female,24,R1310,female,28.1,dom,3
galina,female,20,R1310,female,28.1,dom,6
gejza,female,25,R1310,female,28.1,dom,5
ida,female,21,R1310,female,28.1,dom,2
ingrid,female,24,R1310,female,28.1,dom,6
ingrida,female,31,R1310,female,28.1,dom,4
irena,female,23,R1310,female,28.1,dom,3
jitka,female,30,R1310,female,28.1,dom,2
karina,female,30,R1310,female,28.1,dom,5
katy,female,27,R1310,female,28.1,dom,3
livia,female,19,R1310,female,28.1,dom,6
marika,female,20,R1310,female,28.1,dom,4
matylda,female,20,R1310,female,28.1,dom,5
milena,female,32,R1310,female,28.1,dom,4
miloslava,female,23,R1310,female,28.1,dom,5
nicol,female,26,R1310,female,28.1,dom,5
perla,female,25,R1310,female,28.1,dom,2
radmila,female,28,R1310,female,28.1,dom,4
roxanne,female,26,R1310,female,28.1,dom,6
saskie,female,20,R1310,female,28.1,dom,3
slavena,female,23,R1310,female,28.1,dom,3
stela,female,23,R1310,female,28.1,dom,6
tamara,female,25,R1310,female,28.1,dom,4
valerie,female,23,R1310,female,28.1,dom,6
viktoria,female,20,R1310,female,28.1,dom,3
viola,female,28,R1310,female,28.1,dom,4
vlasta,female,20,R1310,female,28.1,dom,5
zelmira,female,26,R1310,female,28.1,dom,6
zita,female,32,R1310,female,28.1,dom,7
zlata,female,25,R1310,female,28.1,dom,4
zlatica,female,31,R1310,female,28.1,dom,6
zora,female,33,R1310,female,28.1,dom,5
agata,female,29,R1311,female,23.7,dom,2
alexandra,female,22,R1311,female,23.7,dom,5
alica,female,18,R1311,female,23.7,dom,2
anastazie,female,22,R1311,female,23.7,dom,5
andrea,female,20,R1311,female,23.7,dom,5
anezka,female,26,R1311,female,23.7,dom,2
apolena,female,18,R1311,female,23.7,dom,4
bera,female,22,R1311,female,23.7,dom,1
blazana,female,27,R1311,female,23.7,dom,2
bohdana,female,22,R1311,female,23.7,dom,6
christianne,female,29,R1311,female,23.7,dom,1
darjal,female,20,R1311,female,23.7,dom,2
dobromila,female,23,R1311,female,23.7,dom,6
dorota,female,26,R1311,female,23.7,dom,5
edita,female,19,R1311,female,23.7,dom,2
eleanora,female,22,R1311,female,23.7,dom,3
elena,female,23,R1311,female,23.7,dom,1
ema,female,22,R1311,female,23.7,dom,1
gabriela,female,24,R1311,female,23.7,dom,4
galina,female,20,R1311,female,23.7,dom,6
gejza,female,25,R1311,female,23.7,dom,2
ida,female,21,R1311,female,23.7,dom,3
ingrid,female,24,R1311,female,23.7,dom,2
ingrida,female,31,R1311,female,23.7,dom,4
irena,female,23,R1311,female,23.7,dom,3
jitka,female,30,R1311,female,23.7,dom,3
karina,female,30,R1311,female,23.7,dom,3
katy,female,27,R1311,female,23.7,dom,4
livia,female,19,R1311,female,23.7,dom,2
marika,female,20,R1311,female,23.7,dom,2
matylda,female,20,R1311,female,23.7,dom,2
milena,female,32,R1311,female,23.7,dom,2
miloslava,female,23,R1311,female,23.7,dom,1
nicol,female,26,R1311,female,23.7,dom,2
perla,female,25,R1311,female,23.7,dom,4
radmila,female,28,R1311,female,23.7,dom,3
roxanne,female,26,R1311,female,23.7,dom,4
saskie,female,20,R1311,female,23.7,dom,2
slavena,female,23,R1311,female,23.7,dom,1
stela,female,23,R1311,female,23.7,dom,2
tamara,female,25,R1311,female,23.7,dom,7
valerie,female,23,R1311,female,23.7,dom,3
viktoria,female,20,R1311,female,23.7,dom,3
viola,female,28,R1311,female,23.7,dom,1
vlasta,female,20,R1311,female,23.7,dom,4
zelmira,female,26,R1311,female,23.7,dom,3
zita,female,32,R1311,female,23.7,dom,1
zlata,female,25,R1311,female,23.7,dom,4
zlatica,female,31,R1311,female,23.7,dom,4
zora,female,33,R1311,female,23.7,dom,1
agata,female,29,R1312,female,23.5,dom,2
alexandra,female,22,R1312,female,23.5,dom,1
alica,female,18,R1312,female,23.5,dom,1
anastazie,female,22,R1312,female,23.5,dom,3
andrea,female,20,R1312,female,23.5,dom,4
anezka,female,26,R1312,female,23.5,dom,1
apolena,female,18,R1312,female,23.5,dom,1
bera,female,22,R1312,female,23.5,dom,1
blazana,female,27,R1312,female,23.5,dom,4
bohdana,female,22,R1312,female,23.5,dom,1
christianne,female,29,R1312,female,23.5,dom,2
darjal,female,20,R1312,female,23.5,dom,2
dobromila,female,23,R1312,female,23.5,dom,5
dorota,female,26,R1312,female,23.5,dom,4
edita,female,19,R1312,female,23.5,dom,1
eleanora,female,22,R1312,female,23.5,dom,2
elena,female,23,R1312,female,23.5,dom,2
ema,female,22,R1312,female,23.5,dom,1
gabriela,female,24,R1312,female,23.5,dom,2
galina,female,20,R1312,female,23.5,dom,3
gejza,female,25,R1312,female,23.5,dom,2
ida,female,21,R1312,female,23.5,dom,2
ingrid,female,24,R1312,female,23.5,dom,3
ingrida,female,31,R1312,female,23.5,dom,2
irena,female,23,R1312,female,23.5,dom,1
jitka,female,30,R1312,female,23.5,dom,5
karina,female,30,R1312,female,23.5,dom,2
katy,female,27,R1312,female,23.5,dom,3
livia,female,19,R1312,female,23.5,dom,2
marika,female,20,R1312,female,23.5,dom,6
matylda,female,20,R1312,female,23.5,dom,1
milena,female,32,R1312,female,23.5,dom,1
miloslava,female,23,R1312,female,23.5,dom,4
nicol,female,26,R1312,female,23.5,dom,1
perla,female,25,R1312,female,23.5,dom,1
radmila,female,28,R1312,female,23.5,dom,2
roxanne,female,26,R1312,female,23.5,dom,5
saskie,female,20,R1312,female,23.5,dom,2
slavena,female,23,R1312,female,23.5,dom,1
stela,female,23,R1312,female,23.5,dom,2
tamara,female,25,R1312,female,23.5,dom,1
valerie,female,23,R1312,female,23.5,dom,1
viktoria,female,20,R1312,female,23.5,dom,1
viola,female,28,R1312,female,23.5,dom,3
vlasta,female,20,R1312,female,23.5,dom,3
zelmira,female,26,R1312,female,23.5,dom,6
zita,female,32,R1312,female,23.5,dom,2
zlata,female,25,R1312,female,23.5,dom,4
zlatica,female,31,R1312,female,23.5,dom,4
zora,female,33,R1312,female,23.5,dom,1
agata,female,29,R1313,female,32,dom,3
alexandra,female,22,R1313,female,32,dom,7
alica,female,18,R1313,female,32,dom,2
anastazie,female,22,R1313,female,32,dom,4
andrea,female,20,R1313,female,32,dom,5
anezka,female,26,R1313,female,32,dom,2
apolena,female,18,R1313,female,32,dom,4
bera,female,22,R1313,female,32,dom,3
blazana,female,27,R1313,female,32,dom,3
bohdana,female,22,R1313,female,32,dom,2
christianne,female,29,R1313,female,32,dom,1
darjal,female,20,R1313,female,32,dom,2
dobromila,female,23,R1313,female,32,dom,3
dorota,female,26,R1313,female,32,dom,6
edita,female,19,R1313,female,32,dom,2
eleanora,female,22,R1313,female,32,dom,3
elena,female,23,R1313,female,32,dom,5
ema,female,22,R1313,female,32,dom,2
gabriela,female,24,R1313,female,32,dom,1
galina,female,20,R1313,female,32,dom,5
gejza,female,25,R1313,female,32,dom,6
ida,female,21,R1313,female,32,dom,1
ingrid,female,24,R1313,female,32,dom,2
ingrida,female,31,R1313,female,32,dom,3
irena,female,23,R1313,female,32,dom,6
jitka,female,30,R1313,female,32,dom,5
karina,female,30,R1313,female,32,dom,4
katy,female,27,R1313,female,32,dom,3
livia,female,19,R1313,female,32,dom,3
marika,female,20,R1313,female,32,dom,1
matylda,female,20,R1313,female,32,dom,3
milena,female,32,R1313,female,32,dom,5
miloslava,female,23,R1313,female,32,dom,2
nicol,female,26,R1313,female,32,dom,1
perla,female,25,R1313,female,32,dom,4
radmila,female,28,R1313,female,32,dom,6
roxanne,female,26,R1313,female,32,dom,6
saskie,female,20,R1313,female,32,dom,2
slavena,female,23,R1313,female,32,dom,1
stela,female,23,R1313,female,32,dom,2
tamara,female,25,R1313,female,32,dom,1
valerie,female,23,R1313,female,32,dom,5
viktoria,female,20,R1313,female,32,dom,3
viola,female,28,R1313,female,32,dom,6
vlasta,female,20,R1313,female,32,dom,5
zelmira,female,26,R1313,female,32,dom,6
zita,female,32,R1313,female,32,dom,2
zlata,female,25,R1313,female,32,dom,5
zlatica,female,31,R1313,female,32,dom,7
zora,female,33,R1313,female,32,dom,6
agata,female,29,R1314,female,22.4,dom,4
alexandra,female,22,R1314,female,22.4,dom,2
alica,female,18,R1314,female,22.4,dom,6
anastazie,female,22,R1314,female,22.4,dom,7
andrea,female,20,R1314,female,22.4,dom,7
anezka,female,26,R1314,female,22.4,dom,2
apolena,female,18,R1314,female,22.4,dom,4
bera,female,22,R1314,female,22.4,dom,2
blazana,female,27,R1314,female,22.4,dom,2
bohdana,female,22,R1314,female,22.4,dom,1
christianne,female,29,R1314,female,22.4,dom,1
darjal,female,20,R1314,female,22.4,dom,4
dobromila,female,23,R1314,female,22.4,dom,3
dorota,female,26,R1314,female,22.4,dom,1
edita,female,19,R1314,female,22.4,dom,2
eleanora,female,22,R1314,female,22.4,dom,2
elena,female,23,R1314,female,22.4,dom,1
ema,female,22,R1314,female,22.4,dom,3
gabriela,female,24,R1314,female,22.4,dom,3
galina,female,20,R1314,female,22.4,dom,6
gejza,female,25,R1314,female,22.4,dom,3
ida,female,21,R1314,female,22.4,dom,5
ingrid,female,24,R1314,female,22.4,dom,4
ingrida,female,31,R1314,female,22.4,dom,4
irena,female,23,R1314,female,22.4,dom,3
jitka,female,30,R1314,female,22.4,dom,2
karina,female,30,R1314,female,22.4,dom,2
katy,female,27,R1314,female,22.4,dom,4
livia,female,19,R1314,female,22.4,dom,2
marika,female,20,R1314,female,22.4,dom,5
matylda,female,20,R1314,female,22.4,dom,5
milena,female,32,R1314,female,22.4,dom,2
miloslava,female,23,R1314,female,22.4,dom,3
nicol,female,26,R1314,female,22.4,dom,4
perla,female,25,R1314,female,22.4,dom,5
radmila,female,28,R1314,female,22.4,dom,3
roxanne,female,26,R1314,female,22.4,dom,3
saskie,female,20,R1314,female,22.4,dom,6
slavena,female,23,R1314,female,22.4,dom,2
stela,female,23,R1314,female,22.4,dom,1
tamara,female,25,R1314,female,22.4,dom,6
valerie,female,23,R1314,female,22.4,dom,2
viktoria,female,20,R1314,female,22.4,dom,2
viola,female,28,R1314,female,22.4,dom,3
vlasta,female,20,R1314,female,22.4,dom,7
zelmira,female,26,R1314,female,22.4,dom,3
zita,female,32,R1314,female,22.4,dom,1
zlata,female,25,R1314,female,22.4,dom,6
zlatica,female,31,R1314,female,22.4,dom,4
zora,female,33,R1314,female,22.4,dom,2
agata,female,29,R1315,female,18.3,dom,4
alexandra,female,22,R1315,female,18.3,dom,5
alica,female,18,R1315,female,18.3,dom,4
anastazie,female,22,R1315,female,18.3,dom,6
andrea,female,20,R1315,female,18.3,dom,5
anezka,female,26,R1315,female,18.3,dom,5
apolena,female,18,R1315,female,18.3,dom,4
bera,female,22,R1315,female,18.3,dom,4
blazana,female,27,R1315,female,18.3,dom,5
bohdana,female,22,R1315,female,18.3,dom,4
christianne,female,29,R1315,female,18.3,dom,3
darjal,female,20,R1315,female,18.3,dom,3
dobromila,female,23,R1315,female,18.3,dom,6
dorota,female,26,R1315,female,18.3,dom,6
edita,female,19,R1315,female,18.3,dom,2
eleanora,female,22,R1315,female,18.3,dom,7
elena,female,23,R1315,female,18.3,dom,7
ema,female,22,R1315,female,18.3,dom,5
gabriela,female,24,R1315,female,18.3,dom,5
galina,female,20,R1315,female,18.3,dom,6
gejza,female,25,R1315,female,18.3,dom,3
ida,female,21,R1315,female,18.3,dom,4
ingrid,female,24,R1315,female,18.3,dom,4
ingrida,female,31,R1315,female,18.3,dom,4
irena,female,23,R1315,female,18.3,dom,5
jitka,female,30,R1315,female,18.3,dom,4
karina,female,30,R1315,female,18.3,dom,6
katy,female,27,R1315,female,18.3,dom,4
livia,female,19,R1315,female,18.3,dom,3
marika,female,20,R1315,female,18.3,dom,3
matylda,female,20,R1315,female,18.3,dom,5
milena,female,32,R1315,female,18.3,dom,7
miloslava,female,23,R1315,female,18.3,dom,5
nicol,female,26,R1315,female,18.3,dom,6
perla,female,25,R1315,female,18.3,dom,4
radmila,female,28,R1315,female,18.3,dom,5
roxanne,female,26,R1315,female,18.3,dom,5
saskie,female,20,R1315,female,18.3,dom,4
slavena,female,23,R1315,female,18.3,dom,2
stela,female,23,R1315,female,18.3,dom,2
tamara,female,25,R1315,female,18.3,dom,5
valerie,female,23,R1315,female,18.3,dom,2
viktoria,female,20,R1315,female,18.3,dom,4
viola,female,28,R1315,female,18.3,dom,5
vlasta,female,20,R1315,female,18.3,dom,6
zelmira,female,26,R1315,female,18.3,dom,5
zita,female,32,R1315,female,18.3,dom,3
zlata,female,25,R1315,female,18.3,dom,5
zlatica,female,31,R1315,female,18.3,dom,6
zora,female,33,R1315,female,18.3,dom,2
agata,female,29,R1316,female,19.8,dom,4
alexandra,female,22,R1316,female,19.8,dom,5
alica,female,18,R1316,female,19.8,dom,1
anastazie,female,22,R1316,female,19.8,dom,6
andrea,female,20,R1316,female,19.8,dom,4
anezka,female,26,R1316,female,19.8,dom,3
apolena,female,18,R1316,female,19.8,dom,6
bera,female,22,R1316,female,19.8,dom,1
blazana,female,27,R1316,female,19.8,dom,3
bohdana,female,22,R1316,female,19.8,dom,3
christianne,female,29,R1316,female,19.8,dom,3
darjal,female,20,R1316,female,19.8,dom,5
dobromila,female,23,R1316,female,19.8,dom,6
dorota,female,26,R1316,female,19.8,dom,4
edita,female,19,R1316,female,19.8,dom,2
eleanora,female,22,R1316,female,19.8,dom,4
elena,female,23,R1316,female,19.8,dom,2
ema,female,22,R1316,female,19.8,dom,5
gabriela,female,24,R1316,female,19.8,dom,3
galina,female,20,R1316,female,19.8,dom,5
gejza,female,25,R1316,female,19.8,dom,4
ida,female,21,R1316,female,19.8,dom,2
ingrid,female,24,R1316,female,19.8,dom,3
ingrida,female,31,R1316,female,19.8,dom,2
irena,female,23,R1316,female,19.8,dom,4
jitka,female,30,R1316,female,19.8,dom,3
karina,female,30,R1316,female,19.8,dom,2
katy,female,27,R1316,female,19.8,dom,2
livia,female,19,R1316,female,19.8,dom,2
marika,female,20,R1316,female,19.8,dom,2
matylda,female,20,R1316,female,19.8,dom,1
milena,female,32,R1316,female,19.8,dom,2
miloslava,female,23,R1316,female,19.8,dom,5
nicol,female,26,R1316,female,19.8,dom,3
perla,female,25,R1316,female,19.8,dom,3
radmila,female,28,R1316,female,19.8,dom,6
roxanne,female,26,R1316,female,19.8,dom,7
saskie,female,20,R1316,female,19.8,dom,3
slavena,female,23,R1316,female,19.8,dom,1
stela,female,23,R1316,female,19.8,dom,5
tamara,female,25,R1316,female,19.8,dom,5
valerie,female,23,R1316,female,19.8,dom,5
viktoria,female,20,R1316,female,19.8,dom,5
viola,female,28,R1316,female,19.8,dom,5
vlasta,female,20,R1316,female,19.8,dom,6
zelmira,female,26,R1316,female,19.8,dom,5
zita,female,32,R1316,female,19.8,dom,3
zlata,female,25,R1316,female,19.8,dom,2
zlatica,female,31,R1316,female,19.8,dom,6
zora,female,33,R1316,female,19.8,dom,3
agata,female,29,R1317,female,22.2,dom,7
alexandra,female,22,R1317,female,22.2,dom,5
alica,female,18,R1317,female,22.2,dom,4
anastazie,female,22,R1317,female,22.2,dom,1
andrea,female,20,R1317,female,22.2,dom,5
anezka,female,26,R1317,female,22.2,dom,5
apolena,female,18,R1317,female,22.2,dom,3
bera,female,22,R1317,female,22.2,dom,1
blazana,female,27,R1317,female,22.2,dom,5
bohdana,female,22,R1317,female,22.2,dom,5
christianne,female,29,R1317,female,22.2,dom,4
darjal,female,20,R1317,female,22.2,dom,3
dobromila,female,23,R1317,female,22.2,dom,5
dorota,female,26,R1317,female,22.2,dom,3
edita,female,19,R1317,female,22.2,dom,1
eleanora,female,22,R1317,female,22.2,dom,4
elena,female,23,R1317,female,22.2,dom,5
ema,female,22,R1317,female,22.2,dom,4
gabriela,female,24,R1317,female,22.2,dom,3
galina,female,20,R1317,female,22.2,dom,1
gejza,female,25,R1317,female,22.2,dom,1
ida,female,21,R1317,female,22.2,dom,3
ingrid,female,24,R1317,female,22.2,dom,5
ingrida,female,31,R1317,female,22.2,dom,5
irena,female,23,R1317,female,22.2,dom,5
jitka,female,30,R1317,female,22.2,dom,4
karina,female,30,R1317,female,22.2,dom,6
katy,female,27,R1317,female,22.2,dom,2
livia,female,19,R1317,female,22.2,dom,4
marika,female,20,R1317,female,22.2,dom,4
matylda,female,20,R1317,female,22.2,dom,6
milena,female,32,R1317,female,22.2,dom,5
miloslava,female,23,R1317,female,22.2,dom,1
nicol,female,26,R1317,female,22.2,dom,1
perla,female,25,R1317,female,22.2,dom,1
radmila,female,28,R1317,female,22.2,dom,3
roxanne,female,26,R1317,female,22.2,dom,7
saskie,female,20,R1317,female,22.2,dom,5
slavena,female,23,R1317,female,22.2,dom,3
stela,female,23,R1317,female,22.2,dom,6
tamara,female,25,R1317,female,22.2,dom,4
valerie,female,23,R1317,female,22.2,dom,1
viktoria,female,20,R1317,female,22.2,dom,3
viola,female,28,R1317,female,22.2,dom,4
vlasta,female,20,R1317,female,22.2,dom,3
zelmira,female,26,R1317,female,22.2,dom,7
zita,female,32,R1317,female,22.2,dom,2
zlata,female,25,R1317,female,22.2,dom,7
zlatica,female,31,R1317,female,22.2,dom,6
zora,female,33,R1317,female,22.2,dom,1
agata,female,29,R1318,female,25.6,dom,4
alexandra,female,22,R1318,female,25.6,dom,2
alica,female,18,R1318,female,25.6,dom,4
anastazie,female,22,R1318,female,25.6,dom,4
andrea,female,20,R1318,female,25.6,dom,4
anezka,female,26,R1318,female,25.6,dom,2
apolena,female,18,R1318,female,25.6,dom,3
bera,female,22,R1318,female,25.6,dom,4
blazana,female,27,R1318,female,25.6,dom,2
bohdana,female,22,R1318,female,25.6,dom,3
christianne,female,29,R1318,female,25.6,dom,2
darjal,female,20,R1318,female,25.6,dom,3
dobromila,female,23,R1318,female,25.6,dom,2
dorota,female,26,R1318,female,25.6,dom,2
edita,female,19,R1318,female,25.6,dom,2
eleanora,female,22,R1318,female,25.6,dom,2
elena,female,23,R1318,female,25.6,dom,3
ema,female,22,R1318,female,25.6,dom,3
gabriela,female,24,R1318,female,25.6,dom,2
galina,female,20,R1318,female,25.6,dom,2
gejza,female,25,R1318,female,25.6,dom,3
ida,female,21,R1318,female,25.6,dom,4
ingrid,female,24,R1318,female,25.6,dom,3
ingrida,female,31,R1318,female,25.6,dom,3
irena,female,23,R1318,female,25.6,dom,4
jitka,female,30,R1318,female,25.6,dom,3
karina,female,30,R1318,female,25.6,dom,3
katy,female,27,R1318,female,25.6,dom,4
livia,female,19,R1318,female,25.6,dom,3
marika,female,20,R1318,female,25.6,dom,3
matylda,female,20,R1318,female,25.6,dom,2
milena,female,32,R1318,female,25.6,dom,3
miloslava,female,23,R1318,female,25.6,dom,3
nicol,female,26,R1318,female,25.6,dom,2
perla,female,25,R1318,female,25.6,dom,4
radmila,female,28,R1318,female,25.6,dom,3
roxanne,female,26,R1318,female,25.6,dom,3
saskie,female,20,R1318,female,25.6,dom,3
slavena,female,23,R1318,female,25.6,dom,1
stela,female,23,R1318,female,25.6,dom,1
tamara,female,25,R1318,female,25.6,dom,3
valerie,female,23,R1318,female,25.6,dom,1
viktoria,female,20,R1318,female,25.6,dom,4
viola,female,28,R1318,female,25.6,dom,3
vlasta,female,20,R1318,female,25.6,dom,3
zelmira,female,26,R1318,female,25.6,dom,4
zita,female,32,R1318,female,25.6,dom,3
zlata,female,25,R1318,female,25.6,dom,3
zlatica,female,31,R1318,female,25.6,dom,2
zora,female,33,R1318,female,25.6,dom,1
agata,female,29,R1319,female,24.6,dom,4
alexandra,female,22,R1319,female,24.6,dom,6
alica,female,18,R1319,female,24.6,dom,2
anastazie,female,22,R1319,female,24.6,dom,4
andrea,female,20,R1319,female,24.6,dom,7
anezka,female,26,R1319,female,24.6,dom,7
apolena,female,18,R1319,female,24.6,dom,3
bera,female,22,R1319,female,24.6,dom,5
blazana,female,27,R1319,female,24.6,dom,6
bohdana,female,22,R1319,female,24.6,dom,2
christianne,female,29,R1319,female,24.6,dom,3
darjal,female,20,R1319,female,24.6,dom,6
dobromila,female,23,R1319,female,24.6,dom,5
dorota,female,26,R1319,female,24.6,dom,6
edita,female,19,R1319,female,24.6,dom,4
eleanora,female,22,R1319,female,24.6,dom,6
elena,female,23,R1319,female,24.6,dom,6
ema,female,22,R1319,female,24.6,dom,7
gabriela,female,24,R1319,female,24.6,dom,2
galina,female,20,R1319,female,24.6,dom,2
gejza,female,25,R1319,female,24.6,dom,5
ida,female,21,R1319,female,24.6,dom,5
ingrid,female,24,R1319,female,24.6,dom,5
ingrida,female,31,R1319,female,24.6,dom,3
irena,female,23,R1319,female,24.6,dom,6
jitka,female,30,R1319,female,24.6,dom,4
karina,female,30,R1319,female,24.6,dom,6
katy,female,27,R1319,female,24.6,dom,5
livia,female,19,R1319,female,24.6,dom,6
marika,female,20,R1319,female,24.6,dom,6
matylda,female,20,R1319,female,24.6,dom,1
milena,female,32,R1319,female,24.6,dom,7
miloslava,female,23,R1319,female,24.6,dom,5
nicol,female,26,R1319,female,24.6,dom,6
perla,female,25,R1319,female,24.6,dom,3
radmila,female,28,R1319,female,24.6,dom,6
roxanne,female,26,R1319,female,24.6,dom,5
saskie,female,20,R1319,female,24.6,dom,3
slavena,female,23,R1319,female,24.6,dom,2
stela,female,23,R1319,female,24.6,dom,6
tamara,female,25,R1319,female,24.6,dom,5
valerie,female,23,R1319,female,24.6,dom,5
viktoria,female,20,R1319,female,24.6,dom,2
viola,female,28,R1319,female,24.6,dom,6
vlasta,female,20,R1319,female,24.6,dom,7
zelmira,female,26,R1319,female,24.6,dom,3
zita,female,32,R1319,female,24.6,dom,7
zlata,female,25,R1319,female,24.6,dom,4
zlatica,female,31,R1319,female,24.6,dom,7
zora,female,33,R1319,female,24.6,dom,3
agata,female,29,R1320,female,18.8,dom,1
alexandra,female,22,R1320,female,18.8,dom,5
alica,female,18,R1320,female,18.8,dom,3
anastazie,female,22,R1320,female,18.8,dom,6
andrea,female,20,R1320,female,18.8,dom,1
anezka,female,26,R1320,female,18.8,dom,1
apolena,female,18,R1320,female,18.8,dom,1
bera,female,22,R1320,female,18.8,dom,1
blazana,female,27,R1320,female,18.8,dom,4
bohdana,female,22,R1320,female,18.8,dom,3
christianne,female,29,R1320,female,18.8,dom,5
darjal,female,20,R1320,female,18.8,dom,1
dobromila,female,23,R1320,female,18.8,dom,4
dorota,female,26,R1320,female,18.8,dom,2
edita,female,19,R1320,female,18.8,dom,3
eleanora,female,22,R1320,female,18.8,dom,5
elena,female,23,R1320,female,18.8,dom,7
ema,female,22,R1320,female,18.8,dom,4
gabriela,female,24,R1320,female,18.8,dom,1
galina,female,20,R1320,female,18.8,dom,4
gejza,female,25,R1320,female,18.8,dom,4
ida,female,21,R1320,female,18.8,dom,2
ingrid,female,24,R1320,female,18.8,dom,4
ingrida,female,31,R1320,female,18.8,dom,3
irena,female,23,R1320,female,18.8,dom,3
jitka,female,30,R1320,female,18.8,dom,7
karina,female,30,R1320,female,18.8,dom,5
katy,female,27,R1320,female,18.8,dom,3
livia,female,19,R1320,female,18.8,dom,3
marika,female,20,R1320,female,18.8,dom,1
matylda,female,20,R1320,female,18.8,dom,6
milena,female,32,R1320,female,18.8,dom,2
miloslava,female,23,R1320,female,18.8,dom,5
nicol,female,26,R1320,female,18.8,dom,1
perla,female,25,R1320,female,18.8,dom,3
radmila,female,28,R1320,female,18.8,dom,6
roxanne,female,26,R1320,female,18.8,dom,5
saskie,female,20,R1320,female,18.8,dom,3
slavena,female,23,R1320,female,18.8,dom,1
stela,female,23,R1320,female,18.8,dom,2
tamara,female,25,R1320,female,18.8,dom,5
valerie,female,23,R1320,female,18.8,dom,7
viktoria,female,20,R1320,female,18.8,dom,3
viola,female,28,R1320,female,18.8,dom,4
vlasta,female,20,R1320,female,18.8,dom,1
zelmira,female,26,R1320,female,18.8,dom,1
zita,female,32,R1320,female,18.8,dom,5
zlata,female,25,R1320,female,18.8,dom,2
zlatica,female,31,R1320,female,18.8,dom,4
zora,female,33,R1320,female,18.8,dom,5
agata,female,29,R1321,female,29.3,dom,5
alexandra,female,22,R1321,female,29.3,dom,6
alica,female,18,R1321,female,29.3,dom,3
anastazie,female,22,R1321,female,29.3,dom,6
andrea,female,20,R1321,female,29.3,dom,4
anezka,female,26,R1321,female,29.3,dom,5
apolena,female,18,R1321,female,29.3,dom,3
bera,female,22,R1321,female,29.3,dom,3
blazana,female,27,R1321,female,29.3,dom,6
bohdana,female,22,R1321,female,29.3,dom,4
christianne,female,29,R1321,female,29.3,dom,5
darjal,female,20,R1321,female,29.3,dom,5
dobromila,female,23,R1321,female,29.3,dom,5
dorota,female,26,R1321,female,29.3,dom,5
edita,female,19,R1321,female,29.3,dom,3
eleanora,female,22,R1321,female,29.3,dom,3
elena,female,23,R1321,female,29.3,dom,6
ema,female,22,R1321,female,29.3,dom,4
gabriela,female,24,R1321,female,29.3,dom,3
galina,female,20,R1321,female,29.3,dom,6
gejza,female,25,R1321,female,29.3,dom,5
ida,female,21,R1321,female,29.3,dom,5
ingrid,female,24,R1321,female,29.3,dom,5
ingrida,female,31,R1321,female,29.3,dom,4
irena,female,23,R1321,female,29.3,dom,5
jitka,female,30,R1321,female,29.3,dom,3
karina,female,30,R1321,female,29.3,dom,5
katy,female,27,R1321,female,29.3,dom,3
livia,female,19,R1321,female,29.3,dom,6
marika,female,20,R1321,female,29.3,dom,5
matylda,female,20,R1321,female,29.3,dom,4
milena,female,32,R1321,female,29.3,dom,5
miloslava,female,23,R1321,female,29.3,dom,6
nicol,female,26,R1321,female,29.3,dom,5
perla,female,25,R1321,female,29.3,dom,4
radmila,female,28,R1321,female,29.3,dom,4
roxanne,female,26,R1321,female,29.3,dom,3
saskie,female,20,R1321,female,29.3,dom,3
slavena,female,23,R1321,female,29.3,dom,3
stela,female,23,R1321,female,29.3,dom,5
tamara,female,25,R1321,female,29.3,dom,4
valerie,female,23,R1321,female,29.3,dom,6
viktoria,female,20,R1321,female,29.3,dom,3
viola,female,28,R1321,female,29.3,dom,5
vlasta,female,20,R1321,female,29.3,dom,6
zelmira,female,26,R1321,female,29.3,dom,5
